road_id,length_km,slope_deg,elevation_m,rainfall_24h_mm,rainfall_7d_accum_mm,temp_c,soil_saturation,river_proximity_km,hist_disruptions,satellite_water_proxy,landslide_risk,flood_risk,overall_risk,is_disrupted
RD-BMD-DRG-04,42.0,17.222254103955926,2108.4583437414267,56.45,242.08,27.7,0.857,1.32,5,0.373,0.9204,0.6942,0.9162,1
RD-GHY-GTK-12,540.0,19.45674971503042,1695.5246065971849,11.09,48.28,27.4,0.461,0.07,9,0.404,0.9001,0.942,0.9879,1
RD-GHY-SHL-07,98.0,13.628484518383688,1546.3835499348847,6.86,18.49,22.5,0.112,2.85,3,0.092,0.4767,0.3131,0.4456,0
RD-SELA-TWG-06,78.0,26.35691011796631,3274.00972596196,17.82,54.58,14.6,0.232,1.84,8,0.168,0.8354,0.4529,0.8289,1
RD-GHY-NAG-10,345.0,20.773733597588553,1457.0737953287767,8.76,41.7,18.7,0.189,0.99,6,0.175,0.7309,0.5696,0.7357,1
RD-TEZ-BHK-02,54.0,12.233322871191758,239.75492615347622,24.24,83.26,23.2,0.578,0.05,4,0.477,0.7878,0.9698,0.974,1
RD-TEZ-ITA-11,155.0,3.9060251383851954,257.0218635565129,95.87,343.33,5.3,1.0,1.57,2,0.544,0.7996,0.937,0.9308,1
RD-GHY-NAG-10,345.0,15.10162043061273,1587.295181609281,168.01,602.04,27.8,1.0,1.0,8,0.917,0.9824,0.9943,1.0,1
RD-BMD-DRG-04,42.0,15.889779083302258,2093.8614287156593,13.63,67.06,6.9,0.274,1.38,4,0.17,0.6715,0.4759,0.6567,1
RD-TEZ-ITA-11,155.0,2.042484126503629,312.1410750034916,0.79,2.24,23.8,0.057,1.4,1,0.109,0.3248,0.5857,0.5484,0
RD-DRG-SELA-05,62.0,27.28615132922518,4238.945562150084,72.28,273.04,5.7,0.96,2.56,7,0.403,0.9817,0.6975,1.0,1
RD-BHK-BMD-03,96.0,27.566318717081383,2438.5232031594883,117.16,390.22,33.0,1.0,0.2,8,0.832,0.9868,0.9715,1.0,1
RD-BMD-DRG-04,42.0,17.821765053264766,2212.121557873047,29.61,136.51,31.6,0.505,1.15,4,0.259,0.7548,0.5416,0.7409,1
RD-GHY-NAG-10,345.0,18.123132984311482,1505.7057875066675,3.44,10.99,13.6,0.087,0.94,6,0.154,0.7319,0.592,0.7391,1
RD-SHL-SIL-08,215.0,20.938884873233253,1455.3749620059077,148.04,407.06,8.2,1.0,0.76,7,0.849,0.9428,1.0,1.0,1
RD-GHY-GTK-12,540.0,22.575338828657447,1702.095630208874,148.25,418.66,9.7,1.0,0.07,8,1.0,1.0,1.0,1.0,1
RD-TEZ-BHK-02,54.0,17.932425632342948,248.82383212397457,121.89,595.94,16.4,1.0,0.46,4,0.777,0.9731,0.9833,1.0,1
RD-TEZ-ITA-11,155.0,2.236796820817496,286.72330664956604,53.02,236.76,8.8,0.839,1.65,2,0.34,0.6241,0.7377,0.7181,1
RD-SELA-TWG-06,78.0,22.703063770832344,3124.255325046185,3.51,16.6,4.3,0.105,1.88,6,0.101,0.7671,0.3464,0.7539,1
RD-GHY-TEZ-01,178.0,1.8386293490392016,119.04078865945625,0.77,3.85,9.5,0.063,0.64,2,0.18,0.2928,0.8133,0.7391,1
RD-BMD-DRG-04,42.0,19.526362037017403,2099.6015987569394,89.1,426.95,31.6,1.0,1.26,4,0.529,0.9063,0.8324,0.9215,1
RD-BHK-BMD-03,96.0,24.485304735998263,2372.8809695776868,45.47,208.84,27.5,0.996,0.35,6,0.448,0.8605,0.8898,0.9292,1
RD-BHK-BMD-03,96.0,17.57190257797143,2485.2517553667312,26.55,120.81,19.5,0.703,0.17,7,0.424,0.8539,0.9374,0.9749,1
RD-TEZ-BHK-02,54.0,15.152268897237423,262.4088663590469,183.75,878.02,21.3,1.0,0.2,4,1.0,0.9893,0.9939,1.0,1
RD-GHY-SHL-07,98.0,12.29509795396984,1551.9748380601095,54.73,246.94,30.8,0.873,2.87,2,0.315,0.7781,0.5704,0.7459,1
RD-GHY-SHL-07,98.0,19.781884103873477,1507.9782618665147,24.04,105.67,5.9,0.402,2.92,2,0.171,0.64,0.4215,0.6025,0
RD-SHL-SIL-08,215.0,22.191068357822086,1411.9898416870994,61.42,303.18,29.4,1.0,0.72,7,0.45,0.9373,0.8866,0.9864,1
RD-GHY-TEZ-01,178.0,7.8465204150692385,42.310460132872734,2.03,9.86,4.1,0.083,0.69,2,0.178,0.37,0.7984,0.735,1
RD-GHY-GTK-12,540.0,25.336905139974263,1693.7665117057293,75.51,236.39,17.6,1.0,0.36,8,0.584,0.955,0.9684,1.0,1
RD-GHY-TEZ-01,178.0,4.434347077450395,73.66067645382874,2.9,10.46,27.6,0.085,0.94,0,0.152,0.295,0.7555,0.6876,1
RD-GHY-ITA-09,320.0,3.380532616960009,364.3579754748089,163.81,672.35,26.8,1.0,1.09,2,0.89,0.9339,1.0,1.0,1
RD-TEZ-ITA-11,155.0,8.62234224545358,356.7721643102079,176.63,787.76,31.9,1.0,1.1,1,0.949,0.9599,0.9807,0.9968,1
RD-GHY-GTK-12,540.0,14.053663987903146,1674.6741159485944,89.09,335.97,21.6,1.0,0.05,11,0.779,0.964,0.9689,1.0,1
RD-GHY-GTK-12,540.0,18.686021575327914,1611.9011384146677,31.04,110.66,13.8,0.669,0.48,8,0.349,0.9135,0.8894,0.9584,1
RD-DRG-SELA-05,62.0,26.28497368178462,4122.8993334940715,297.86,1079.6,29.4,1.0,2.21,7,1.0,1.0,0.9608,1.0,1
RD-GHY-SHL-07,98.0,13.509464275689435,1602.1003497180134,25.02,77.02,16.1,0.307,2.95,4,0.175,0.6437,0.3845,0.6023,0
RD-DRG-SELA-05,62.0,34.49528571349887,4140.497166323597,139.74,691.44,17.6,1.0,2.2,9,0.726,1.0,0.8544,1.0,1
RD-GHY-TEZ-01,178.0,3.306793053356307,131.30637606751867,3.21,11.99,31.9,0.09,1.18,1,0.134,0.3076,0.7942,0.7237,1
RD-DRG-SELA-05,62.0,31.804721349014383,4198.040403258049,0.21,0.56,10.2,0.052,2.08,7,0.078,0.8624,0.3099,0.8451,1
RD-GHY-ITA-09,320.0,12.821799676238168,391.4570740279193,5.48,20.51,32.6,0.118,1.03,4,0.156,0.5417,0.6427,0.6265,0
RD-SELA-TWG-06,78.0,23.968131499551852,3223.6041297637103,8.03,29.34,17.8,0.148,1.89,7,0.121,0.7968,0.3566,0.7819,1
RD-TEZ-ITA-11,155.0,12.383754224271769,282.7563607361863,39.86,169.67,33.0,0.616,1.26,2,0.299,0.6821,0.7685,0.7539,1
RD-SELA-TWG-06,78.0,25.628795051769668,3182.0421906169345,137.09,528.6,11.3,1.0,1.74,7,0.729,0.9886,0.894,1.0,1
RD-SHL-SIL-08,215.0,16.53802152040209,1388.5454948308422,38.81,170.76,7.6,0.619,0.96,8,0.318,0.864,0.8082,0.9042,1
RD-BMD-DRG-04,42.0,14.431068698610561,2103.9655738201404,134.54,346.24,26.6,1.0,1.26,6,0.741,1.0,0.9115,1.0,1
RD-GHY-SHL-07,98.0,13.904630681367893,1458.5452793039392,220.08,830.97,16.8,1.0,2.66,2,1.0,1.0,0.9542,1.0,1
RD-BMD-DRG-04,42.0,15.88323113745972,2122.137666065455,44.36,152.16,10.0,0.557,1.21,6,0.324,0.8443,0.6433,0.8371,1
RD-BHK-BMD-03,96.0,27.58631432997186,2440.7136434441427,171.08,556.45,32.2,1.0,0.34,8,1.0,0.9461,0.9683,1.0,1
RD-GHY-TEZ-01,178.0,6.282290240435271,66.57615849297589,12.63,34.67,23.3,0.166,0.65,1,0.233,0.3074,0.891,0.8104,1
RD-BHK-BMD-03,96.0,23.359431460130786,2373.9083213774657,106.24,373.97,30.9,1.0,0.54,9,0.688,0.9983,0.9315,1.0,1
RD-GHY-GTK-12,540.0,24.984014657314443,1634.9390427973408,11.39,37.09,10.7,0.424,0.23,7,0.326,0.9058,0.9053,0.953,1
RD-GHY-TEZ-01,178.0,3.63422444668105,91.05366621127222,7.1,33.75,19.2,0.162,0.73,0,0.196,0.3062,0.7929,0.7224,1
RD-TEZ-ITA-11,155.0,3.670907935612335,302.36496024981966,40.63,188.87,15.6,0.68,1.67,1,0.282,0.6308,0.6906,0.6744,1
RD-GHY-ITA-09,320.0,5.500158919619853,415.8691958969911,16.01,66.97,11.1,0.273,1.54,3,0.173,0.4743,0.6091,0.5891,0
RD-GHY-NAG-10,345.0,20.330765564280576,1439.8437704125606,9.33,46.09,23.9,0.204,0.87,7,0.19,0.7384,0.5297,0.7383,1
RD-TEZ-ITA-11,155.0,10.502094832978393,304.5678435155853,127.63,581.32,13.8,1.0,1.2,2,0.713,0.925,0.9013,0.9333,1
RD-GHY-TEZ-01,178.0,7.0894941760630275,68.75946828315199,174.85,500.81,13.3,1.0,0.53,1,1.0,0.8911,1.0,0.9957,1
RD-TEZ-BHK-02,54.0,15.774939134782407,270.0526467537052,102.46,343.99,13.0,1.0,0.48,5,0.683,0.9116,0.9811,1.0,1
RD-GHY-SHL-07,98.0,16.323674527649604,1546.6285501828625,189.93,939.88,16.9,1.0,2.85,2,0.946,0.9826,0.9042,0.9865,1
RD-DRG-SELA-05,62.0,34.05411745916856,4161.204543222422,12.97,54.64,28.7,0.232,2.4,7,0.13,0.92,0.395,0.9085,1
RD-BHK-BMD-03,96.0,24.73256936354683,2452.1453663083844,161.93,644.71,8.2,1.0,0.4,6,0.978,1.0,1.0,1.0,1
RD-TEZ-ITA-11,155.0,5.326334875228041,267.0774755289481,6.86,30.73,13.0,0.152,1.45,3,0.134,0.406,0.6726,0.6347,0
RD-DRG-SELA-05,62.0,30.100418751997232,4219.497542720005,29.43,98.65,25.8,0.379,2.81,9,0.198,0.9111,0.4564,0.9088,1
RD-TEZ-BHK-02,54.0,11.950121121746864,304.566536453248,4.67,18.7,15.3,0.362,0.05,3,0.385,0.6456,1.0,0.9818,1
RD-DRG-SELA-05,62.0,26.698400190718488,4191.9755009409555,37.45,147.74,33.6,0.542,2.54,7,0.241,0.9145,0.47,0.9138,1
RD-GHY-GTK-12,540.0,17.3384521437347,1609.6406215331915,128.24,487.0,21.3,1.0,0.34,8,0.838,0.9377,1.0,1.0,1
RD-TEZ-BHK-02,54.0,15.545665887513263,132.34952806779393,0.74,2.59,30.7,0.309,0.26,3,0.268,0.6105,0.9038,0.886,1
RD-GHY-NAG-10,345.0,20.022074132489436,1411.8591888911892,129.88,419.61,5.4,1.0,0.58,6,0.791,0.9528,0.9482,0.9974,1
RD-TEZ-BHK-02,54.0,12.474995457892119,274.7322089168956,1.3,5.73,20.6,0.319,0.4,6,0.228,0.6525,0.7587,0.7541,1
RD-SHL-SIL-08,215.0,28.59135834731639,1360.3373042659725,157.64,467.44,23.7,1.0,0.42,6,0.952,0.9413,0.9875,1.0,1
RD-BMD-DRG-04,42.0,19.209075045218825,2008.955601227143,8.92,23.22,24.3,0.127,1.26,5,0.155,0.6649,0.4791,0.6509,1
RD-GHY-ITA-09,320.0,7.871414855448833,320.4987015454589,155.53,624.12,29.3,1.0,1.26,2,0.839,0.9679,0.9312,0.9859,1
RD-SELA-TWG-06,78.0,21.803663831905244,3179.2274758480626,33.26,111.8,13.3,0.423,1.53,6,0.254,0.8582,0.5517,0.8625,1
RD-DRG-SELA-05,62.0,29.366584172758188,4167.526343233818,104.37,426.81,24.6,1.0,2.89,8,0.546,0.9445,0.7722,0.9842,1
RD-GHY-ITA-09,320.0,6.093413633790681,336.2583810971386,59.71,151.81,21.5,0.556,1.17,2,0.398,0.6838,0.8541,0.8416,1
RD-BMD-DRG-04,42.0,16.891501441674723,2146.9297901587556,7.46,25.7,15.8,0.136,1.37,5,0.142,0.588,0.4227,0.5751,0
RD-SHL-SIL-08,215.0,18.69372413322232,1398.826146140561,1.78,7.38,6.3,0.325,0.36,8,0.241,0.8157,0.8211,0.8634,1
RD-GHY-TEZ-01,178.0,1.0,72.74297436843291,122.77,366.75,19.4,1.0,0.7,1,0.739,0.7853,0.9584,0.9396,1
RD-TEZ-BHK-02,54.0,13.012091064994518,277.9267870052549,41.34,109.74,26.2,0.666,0.45,4,0.403,0.7722,0.9086,0.9126,1
RD-GHY-NAG-10,345.0,15.822997191350938,1498.1391070668112,14.52,70.51,19.1,0.285,0.76,6,0.226,0.7848,0.6521,0.7958,1
RD-BHK-BMD-03,96.0,23.970399207134008,2445.162529733482,6.27,28.94,8.0,0.396,0.31,7,0.275,0.8543,0.7621,0.8818,1
RD-GHY-ITA-09,320.0,7.459376824329718,266.0182251146685,159.17,477.52,17.8,1.0,1.25,4,0.857,0.9639,0.9935,1.0,1
RD-GHY-GTK-12,540.0,16.860922056201296,1687.8207274026222,99.57,400.22,15.2,1.0,0.42,8,0.682,1.0,0.9807,1.0,1
RD-DRG-SELA-05,62.0,28.41969920260065,4133.778011994837,10.02,36.69,33.0,0.172,2.56,9,0.112,0.8317,0.3871,0.8272,1
RD-SHL-SIL-08,215.0,26.42661686250583,1383.5945355819879,31.8,92.18,23.0,0.607,0.49,8,0.35,0.9036,0.8599,0.9496,1
RD-DRG-SELA-05,62.0,33.06588257004085,4236.2654498633865,11.19,43.93,21.8,0.196,2.66,8,0.116,0.8948,0.3393,0.8782,1
RD-GHY-TEZ-01,178.0,1.0,20.691886269669197,108.76,307.0,7.2,1.0,0.9,0,0.651,0.8139,0.9856,0.9701,1
RD-BHK-BMD-03,96.0,25.930665101296057,2475.318173553103,14.13,55.75,6.9,0.486,0.23,10,0.34,0.9026,0.79,0.9322,1
RD-DRG-SELA-05,62.0,32.59834742658832,4223.052092959179,22.13,90.5,32.0,0.352,2.56,9,0.169,0.8955,0.4662,0.8958,1
RD-TEZ-ITA-11,155.0,6.295312871773751,308.70083983238754,2.97,10.24,33.8,0.084,1.59,3,0.11,0.4291,0.6287,0.5969,0
RD-GHY-GTK-12,540.0,18.69449714010077,1640.0161349071768,93.08,454.43,27.8,1.0,0.64,8,0.61,0.9428,0.9306,0.993,1
RD-GHY-TEZ-01,178.0,5.614470535346895,79.79973739389818,153.87,721.07,25.8,1.0,1.18,0,0.837,0.9155,1.0,0.9993,1
RD-BHK-BMD-03,96.0,25.22986752929279,2392.6692509134855,23.49,68.35,24.1,0.278,0.6,6,0.292,0.8426,0.6526,0.8566,1
RD-BHK-BMD-03,96.0,27.43062440873549,2443.80923287022,6.42,19.16,15.7,0.364,0.27,7,0.289,0.922,0.7898,0.9509,1
RD-SHL-SIL-08,215.0,17.924868194487875,1468.0147496474956,26.27,100.35,26.9,0.635,0.32,8,0.366,0.9303,0.9326,0.9878,1
RD-DRG-SELA-05,62.0,25.736413288332955,4205.125150953168,3.1,15.09,7.2,0.1,2.89,10,0.073,0.8149,0.295,0.8007,1
RD-TEZ-BHK-02,54.0,11.515543240736257,229.2229060764888,44.07,115.73,18.4,0.686,0.05,5,0.569,0.7822,0.9536,0.9575,1
RD-SELA-TWG-06,78.0,19.600476213912994,3112.921517487444,132.64,533.07,5.9,1.0,1.93,7,0.701,0.9166,0.866,0.9602,1
RD-GHY-SHL-07,98.0,15.784176242953496,1569.1671069852564,33.78,127.16,13.2,0.474,3.34,4,0.21,0.7075,0.4618,0.6684,1
RD-SHL-SIL-08,215.0,21.565151648732257,1394.9037811513806,72.62,181.76,19.9,0.656,0.83,7,0.489,0.9458,0.7981,0.9821,1
RD-GHY-SHL-07,98.0,13.111316653431937,1508.5897147170351,12.0,41.48,14.5,0.188,3.06,2,0.112,0.5326,0.4147,0.5039,0
RD-SHL-SIL-08,215.0,22.824792343210262,1410.2222585261586,19.69,56.72,16.3,0.489,0.44,7,0.306,0.881,0.8061,0.9204,1
RD-TEZ-ITA-11,155.0,4.183291034089704,262.15939521735095,52.33,215.66,22.4,0.769,1.65,2,0.337,0.7121,0.8117,0.7986,1
RD-BHK-BMD-03,96.0,28.421932527288472,2446.838221336627,164.29,591.5,24.1,1.0,0.51,7,0.965,0.9591,0.9679,1.0,1
RD-GHY-GTK-12,540.0,19.796128692086004,1694.9520766418561,134.28,576.5,11.5,1.0,0.78,10,0.783,0.9715,0.964,1.0,1
RD-BHK-BMD-03,96.0,25.360806624898483,2503.8332325751135,148.12,379.35,21.4,1.0,0.44,7,0.905,0.9947,0.9916,1.0,1
RD-GHY-NAG-10,345.0,16.804984131933743,1531.0403830420203,21.98,84.11,26.6,0.33,1.14,12,0.224,0.8625,0.5508,0.8564,1
RD-GHY-NAG-10,345.0,17.747497210022665,1492.8199192831426,5.55,26.37,28.2,0.138,1.0,10,0.159,0.8133,0.5025,0.8046,1
RD-BHK-BMD-03,96.0,29.585437027570332,2453.205088602423,57.47,220.39,27.8,1.0,0.05,8,0.632,0.9883,1.0,1.0,1
RD-SELA-TWG-06,78.0,25.42011105184487,3233.0889239789644,32.55,101.23,9.7,0.387,1.9,7,0.235,0.843,0.4411,0.8343,1
RD-TEZ-ITA-11,155.0,6.782691258171361,314.1891368374306,3.54,12.99,21.7,0.093,1.39,1,0.122,0.3641,0.5825,0.5489,0
RD-GHY-GTK-12,540.0,20.10181847000327,1620.3877811187992,56.93,204.86,8.4,0.983,0.19,7,0.555,0.9809,1.0,1.0,1
RD-BHK-BMD-03,96.0,20.118071376476063,2493.3789738753135,1.05,4.28,15.9,0.064,0.69,7,0.174,0.8073,0.5266,0.808,1
RD-SHL-SIL-08,215.0,24.718843360528062,1384.4086473562722,100.48,412.74,24.6,1.0,0.43,8,0.683,0.9845,0.964,1.0,1
RD-GHY-SHL-07,98.0,18.589917402814834,1512.2837680726795,17.83,85.36,10.9,0.335,2.74,4,0.145,0.6432,0.4092,0.6042,0
RD-TEZ-BHK-02,54.0,14.524078981122798,206.45428111576143,123.49,493.14,4.2,1.0,0.48,3,0.78,0.9661,0.9888,1.0,1
RD-SELA-TWG-06,78.0,26.390911239917536,3217.256965482703,244.71,688.64,6.9,1.0,1.86,7,1.0,0.9555,1.0,1.0,1
RD-TEZ-ITA-11,155.0,7.800349365733519,318.9290852523832,9.53,35.46,10.5,0.168,1.39,5,0.15,0.5252,0.6171,0.5951,0
RD-GHY-GTK-12,540.0,22.56050126618804,1749.897410225645,67.58,247.53,23.8,1.0,0.11,7,0.646,0.937,1.0,1.0,1
RD-GHY-NAG-10,345.0,16.70085205578489,1565.3766940158769,131.28,551.29,12.8,1.0,1.0,6,0.746,0.9755,0.8936,1.0,1
RD-TEZ-ITA-11,155.0,8.85465623423726,380.0022776585305,23.87,62.18,9.8,0.257,1.45,2,0.214,0.5011,0.6772,0.6485,0
RD-GHY-ITA-09,320.0,8.108755519548666,337.65883347617216,42.22,196.5,10.1,0.705,0.86,4,0.344,0.6756,0.8126,0.8011,1
RD-GHY-GTK-12,540.0,19.225991949592885,1690.0892592164244,2.15,7.5,30.9,0.325,0.1,8,0.344,0.8616,0.9645,1.0,1
RD-GHY-SHL-07,98.0,12.698590550790405,1578.4121855569394,18.44,74.54,31.0,0.298,3.0,4,0.143,0.6475,0.3768,0.605,0
RD-BMD-DRG-04,42.0,24.349705426741988,2001.163796165972,25.54,119.96,30.8,0.45,0.79,5,0.275,0.8206,0.6382,0.814,1
RD-TEZ-ITA-11,155.0,9.301285326770593,410.20595459822016,11.37,43.55,22.8,0.195,1.33,1,0.162,0.388,0.5788,0.5476,0
RD-GHY-SHL-07,98.0,17.69272388552058,1548.739347650126,164.25,434.0,18.5,1.0,2.97,4,0.824,0.9565,0.8657,0.9552,1
RD-GHY-ITA-09,320.0,6.994602920698638,312.138207555588,7.17,26.27,29.1,0.138,0.76,4,0.193,0.532,0.6888,0.6684,1
RD-GHY-NAG-10,345.0,18.836237262390192,1436.7831349118821,91.65,268.78,22.5,0.946,0.95,8,0.566,0.9654,0.8393,0.9941,1
RD-TEZ-ITA-11,155.0,1.0,232.60577026690723,135.33,531.83,32.5,1.0,1.89,3,0.715,0.876,0.969,0.973,1
RD-GHY-ITA-09,320.0,1.0,448.6866721367926,32.69,104.29,16.8,0.398,1.07,4,0.28,0.5587,0.6922,0.6743,1
RD-SHL-SIL-08,215.0,23.555538500807966,1420.5460496940887,13.19,47.9,29.5,0.21,0.63,6,0.239,0.7787,0.7575,0.8153,1
RD-TEZ-BHK-02,54.0,10.72793643247029,223.03976173950582,5.4,22.52,23.4,0.375,0.26,8,0.289,0.7199,0.9334,0.9292,1
RD-SELA-TWG-06,78.0,19.24683981481425,3220.7536254849542,190.49,689.95,7.6,1.0,1.77,8,0.977,0.987,0.9609,1.0,1
RD-DRG-SELA-05,62.0,30.598612068072278,4174.016588075961,129.36,454.29,32.0,1.0,2.46,9,0.671,0.9693,0.8594,1.0,1
RD-BMD-DRG-04,42.0,16.104787401264336,2049.2518793385657,24.2,68.1,29.1,0.277,1.3,5,0.224,0.7279,0.5082,0.7122,1
RD-GHY-SHL-07,98.0,13.424140151910844,1566.631039239052,49.44,209.0,22.3,0.747,3.02,3,0.288,0.7296,0.528,0.696,1
RD-BMD-DRG-04,42.0,13.902043380229983,2040.1073127337045,189.85,569.85,8.8,1.0,1.07,6,1.0,0.9289,0.9408,0.9688,1
RD-SHL-SIL-08,215.0,26.05839953708716,1340.2464718242472,137.86,447.66,4.2,1.0,0.51,6,0.841,1.0,1.0,1.0,1
RD-SHL-SIL-08,215.0,27.071210329043254,1449.2901955172151,162.84,626.21,22.9,1.0,0.37,7,0.989,0.9632,0.9728,1.0,1
RD-SHL-SIL-08,215.0,25.80101499586619,1388.9198304908675,6.21,19.42,10.4,0.115,0.85,7,0.178,0.8479,0.6714,0.8711,1
RD-TEZ-BHK-02,54.0,13.488051282088211,314.6897173934063,24.82,120.04,28.9,0.7,0.05,4,0.479,0.7269,0.9368,0.9334,1
RD-GHY-GTK-12,540.0,24.76489718588494,1573.1466006465569,17.11,80.62,29.6,0.569,0.43,8,0.294,0.8769,0.801,0.9107,1
RD-TEZ-BHK-02,54.0,10.719610914960706,148.93248954289294,27.42,89.23,23.8,0.597,0.11,6,0.455,0.761,0.9937,0.9931,1
RD-GHY-TEZ-01,178.0,1.5101648296851522,48.19247769625604,50.88,200.01,30.8,0.717,0.64,2,0.413,0.6205,0.9179,0.8777,1
RD-GHY-TEZ-01,178.0,12.557735741982167,144.09109722193017,0.97,2.43,12.4,0.058,0.57,1,0.192,0.3419,0.8891,0.8134,1
RD-GHY-NAG-10,345.0,17.356833204069666,1457.5842806448798,3.83,14.55,21.3,0.099,1.06,6,0.146,0.7396,0.5085,0.737,1
RD-TEZ-ITA-11,155.0,5.052356985451859,312.8726381069296,8.58,42.62,25.4,0.192,1.52,1,0.139,0.3934,0.5998,0.5672,0
RD-GHY-ITA-09,320.0,8.549322785858145,407.99811037205296,43.65,130.65,7.9,0.485,0.96,2,0.341,0.6709,0.7945,0.7833,1
RD-TEZ-ITA-11,155.0,2.965137504260806,333.02866030152427,44.54,183.89,8.3,0.663,1.77,2,0.296,0.5602,0.7251,0.6992,1
RD-SELA-TWG-06,78.0,24.841826903236935,3120.127289083544,4.77,22.57,27.1,0.125,1.79,7,0.11,0.7965,0.4239,0.7897,1
RD-GHY-TEZ-01,178.0,5.212864591511584,93.66594330807933,33.66,158.13,26.2,0.577,0.6,1,0.339,0.5186,0.845,0.796,1
RD-SHL-SIL-08,215.0,23.46267401549609,1478.4099845263743,24.51,95.51,11.2,0.368,0.57,6,0.301,0.8207,0.7832,0.859,1
RD-GHY-NAG-10,345.0,19.43490117676407,1501.6800853676777,60.13,259.29,30.1,0.914,0.98,6,0.416,0.9271,0.7709,0.9472,1
RD-GHY-GTK-12,540.0,15.223313946689391,1725.9689091475977,16.77,69.92,33.2,0.533,0.45,7,0.29,0.8235,0.8676,0.9046,1
RD-GHY-GTK-12,540.0,18.750091416082032,1607.6365027890186,75.94,263.54,24.4,1.0,0.05,7,0.718,0.9268,0.9987,1.0,1
RD-TEZ-BHK-02,54.0,21.427369652283986,241.56072948347824,23.65,93.1,12.6,0.36,0.62,4,0.288,0.7365,0.8627,0.8636,1
RD-BMD-DRG-04,42.0,15.606638610250984,2082.838696564766,236.28,907.82,10.4,1.0,1.27,6,1.0,0.9937,0.9923,1.0,1
RD-SELA-TWG-06,78.0,22.333869576673838,3164.280672014799,118.47,445.06,5.5,1.0,1.64,7,0.646,0.9738,0.8849,1.0,1
RD-DRG-SELA-05,62.0,34.215050939072995,4180.474812386414,38.9,103.79,5.6,0.396,2.71,8,0.244,0.9379,0.5007,0.9397,1
RD-SELA-TWG-06,78.0,20.871408928832246,3243.0092060109037,20.51,66.19,16.6,0.271,1.78,6,0.184,0.8249,0.3895,0.8114,1
RD-GHY-TEZ-01,178.0,5.010148840335589,164.9312305279707,41.94,170.97,32.2,0.62,0.75,4,0.356,0.5673,0.8335,0.7914,1
RD-SHL-SIL-08,215.0,18.94214765497039,1406.5978073698122,159.78,637.52,18.2,1.0,0.11,6,1.0,0.9783,0.9762,1.0,1
RD-GHY-GTK-12,540.0,18.740245246022877,1575.156403837966,47.38,150.35,20.9,0.801,0.05,7,0.585,0.9269,0.9768,1.0,1
RD-GHY-SHL-07,98.0,17.995976797669844,1600.3120373655818,252.74,853.97,23.1,1.0,3.16,5,1.0,1.0,1.0,1.0,1
RD-GHY-NAG-10,345.0,13.692135065915952,1489.2468981969569,195.74,663.36,10.2,1.0,1.09,8,1.0,0.9866,0.9865,1.0,1
RD-TEZ-BHK-02,54.0,15.333048761874801,247.5342114425957,1.13,4.61,32.5,0.315,0.05,4,0.369,0.6271,1.0,0.9791,1
RD-GHY-SHL-07,98.0,7.399093127480915,1553.8096210724361,150.22,395.34,26.6,1.0,3.18,7,0.755,0.9245,0.8831,0.9263,1
RD-BMD-DRG-04,42.0,15.13988103458904,2062.15944371587,22.83,111.07,20.8,0.42,1.27,4,0.22,0.7488,0.5191,0.7328,1
RD-TEZ-BHK-02,54.0,17.041229014288533,322.2121871448793,15.66,73.52,7.6,0.545,0.09,4,0.414,0.7226,0.9783,0.9726,1
RD-GHY-TEZ-01,178.0,2.5719090377868747,133.1659725716574,26.32,121.33,32.5,0.454,0.81,1,0.275,0.4493,0.8611,0.802,1
RD-TEZ-ITA-11,155.0,7.024327868293209,289.92080102256443,18.71,78.6,16.0,0.312,1.61,1,0.182,0.4971,0.6178,0.5932,0
RD-SHL-SIL-08,215.0,19.486774976953427,1392.9998450634264,1.73,6.07,22.7,0.07,0.78,8,0.165,0.7767,0.7014,0.8069,1
RD-GHY-NAG-10,345.0,15.47270848370663,1566.7064734038604,17.1,65.24,24.3,0.267,1.07,7,0.207,0.7957,0.589,0.7987,1
RD-BHK-BMD-03,96.0,23.448235299328825,2477.600415515789,18.75,48.0,14.4,0.21,0.51,7,0.285,0.7973,0.7179,0.8216,1
RD-GHY-TEZ-01,178.0,7.953098905367266,36.35471821291382,26.13,66.05,18.3,0.27,0.54,0,0.315,0.4757,0.9288,0.8678,1
RD-GHY-TEZ-01,178.0,1.0,55.6874524407313,2.63,7.28,23.4,0.074,1.03,3,0.143,0.318,0.7998,0.73,1
RD-GHY-SHL-07,98.0,14.454659229742157,1628.9307695239315,129.8,479.47,27.2,1.0,2.87,2,0.665,0.941,0.8782,0.9418,1
RD-SHL-SIL-08,215.0,21.675695973809393,1385.2617962887234,24.31,99.39,22.7,0.631,0.3,8,0.363,0.8741,0.8938,0.9419,1
RD-BHK-BMD-03,96.0,24.299176161740082,2413.7240847779044,9.71,33.44,20.2,0.161,0.64,6,0.221,0.777,0.6194,0.7907,1
RD-BHK-BMD-03,96.0,28.073429528952204,2357.382874844506,56.8,149.01,22.0,0.797,0.45,6,0.476,0.9944,0.878,1.0,1
RD-BHK-BMD-03,96.0,22.01506528371207,2498.659934845091,129.27,378.26,8.2,1.0,0.05,8,0.967,0.9536,1.0,1.0,1
